Product_Name,Brand,MRP,Sale_Price,Discount (%),Rating,Reviews_Count,Category,Stock_Status,Discount_Amount
Makeup Revolution Reloaded Eyeshadow Palette-15 Smooth & Ric...,Makeup,719,647.1,10,4.1,13075,Makeup,In Stock,71.9
M.A.C Prep + Prime Natural Radiance,M.A.C,4300,4300,0,4,3423,Makeup,In Stock,0
e.l.f. Cosmetics Wow Brow Gel,e.l.f.,800,800,0,4,4957,Makeup,In Stock,0
Pilgrim Foundation Stick,Pilgrim,634,475.5,25,3.8,146,Makeup,In Stock,158.5
Lakme Superglow Glass Finish Lip Gloss oil with Vitamin C,Lakme,315,283.5,10,3.8,455,Makeup,In Stock,31.5
MARS Popstar Non Drying Liquid Mousse Lipstick - Chorus Girl,MARS,244,239.12,2,4,4111,Makeup,In Stock,4.88
"Maybelline Sunkisser Hazy Matte Blush, 12HR Sunkissed Cheeks...",Maybelline,594,504.9,15,3.8,788,Makeup,In Stock,89.1
PAC Killer Glow,PAC,745,745,0,4,2469,Makeup,In Stock,0
M.A.C Mineralize Blush,M.A.C,3650,3650,0,4,7304,Makeup,In Stock,0
Blue Heaven Get Bold Pencil Kajal With Free Sharperner Or Co...,Blue,67,63.65,5,4,8590,Makeup,In Stock,3.35
Chambor Extreme Wear Lasting Kohl,Chambor,671,603.9,10,4.1,18785,Makeup,In Stock,67.1
Colorbar Perfect Match Primer,Colorbar,808,686.8,15,4.1,16114,Makeup,In Stock,121.2
PAC Spotlight Liquid Concealer,PAC,1075,1075,0,4,7851,Makeup,In Stock,0
Nykaa Tools & Accessories Makeup Essential Brush & Blender S...,Nykaa,999,709.29,29,3.8,22,Makeup,In Stock,289.71
Makeup Revolution Eyeshadow Palette,Makeup,1135,1078.25,5,3.8,200,Makeup,In Stock,56.75
ETUDE Over Glowy Tint,ETUDE,808,686.8,15,3.8,490,Makeup,In Stock,121.2
Maybelline New York Lifter Plump - Plumping Lip Gloss,Maybelline,764,687.6,10,3.8,331,Makeup,In Stock,76.4
e.l.f. Cosmetics Sheer For It Blush Tint,e.l.f.,800,800,0,3.8,508,Makeup,In Stock,0
Anastasia Beverly Hills Dipbrow Pomade,Anastasia,1860,1395,25,4,1027,Makeup,In Stock,465
M.A.C Matte Powder Blush,M.A.C,3100,3100,0,4.1,16367,Makeup,In Stock,0
Colorbar Kissproof Lipstick,Colorbar,600,300,50,4,4773,Makeup,In Stock,300
Insight Cosmetics Airbase Concealer,Insight,252,239.4,5,3.8,608,Makeup,In Stock,12.6
Swiss Beauty Stay On Matte Liquid Lipstick,Swiss,296,266.4,10,3.8,972,Makeup,In Stock,29.6
Blue Heaven Instant Nail Paint Remover,Blue,43,40.85,5,4.1,14491,Makeup,In Stock,2.15
Benefit Cosmetics Hoola Matte Bronzer For Contouring - Brown,Benefit,1990,1990,0,4,1155,Makeup,In Stock,0
Faces Canada Beyond Shine Lip Gloss,Faces,349,307.12,12,4,6857,Makeup,In Stock,41.88
Insight Cosmetics Strobe Cream,Insight,359,323.1,10,3.8,220,Makeup,In Stock,35.9
Too Faced Born This Way Foundation,Too,3850,3850,0,4.1,17254,Makeup,In Stock,0
Yves Saint Laurent Loveshine Plumping Lip Oil Gloss 7,Yves,4000,4000,0,3.8,14,Makeup,In Stock,0
Dream Beauty Nebula Cream Blush,Dream,674,606.6,10,3.8,861,Makeup,In Stock,67.4
e.l.f. Cosmetics 16HR Camo Concealer,e.l.f.,1050,1050,0,4,9212,Makeup,In Stock,0
"Deconstruct Soothing Cleansing Balm, Bisabolol + Oat Oil, Ma...",Deconstruct,314,282.6,10,4,3401,Makeup,In Stock,31.4
Swiss Beauty Blusher Brush,Swiss,275,253,8,4,2155,Makeup,In Stock,22
Huda Beauty One Coat Wonder All In One Mini Mascara - Very V...,Huda,1595,1595,0,3.8,620,Makeup,In Stock,0
ETUDE Glow Fixing Tint,ETUDE,855,769.5,10,4,1382,Makeup,In Stock,85.5
NARS Explicit Lipstick,NARS,3500,3500,0,3.8,43,Makeup,In Stock,0
NYX Professional Makeup Bare With Me Serum And Calm Conceale...,NYX,949,901.55,5,4,1217,Makeup,In Stock,47.45
Swiss Beauty Bake It Away Loosed Powder,Swiss,280,238,15,4,3173,Makeup,In Stock,42
"Maybelline New York Superstay Double Fixer, Double Fixing Po...",Maybelline,637,541.45,15,3.8,62,Makeup,In Stock,95.55
"PAC Concealer Brush 219 - Luxurious Dome Shape, Soft Synthet...",PAC,475,475,0,4,5407,Makeup,In Stock,0
ColourPop Super Shock Shadow,ColourPop,524,366.8,30,4,2027,Makeup,In Stock,157.2
Estee Lauder Pure Color Explicit Silk Matte Lipstick,Estee,3500,3500,0,3.8,31,Makeup,In Stock,0
Swiss Beauty Power Stage Eyeshadow Palette,Swiss,722,613.7,15,4,1065,Makeup,In Stock,108.3
Faces Canada Liquid Sindoor - Maroon,Faces,129,110.94,14,4,4240,Makeup,In Stock,18.06
M.A.C Powder Kiss Nude Liquid Lipcolor,M.A.C,3100,3100,0,3.8,31,Makeup,In Stock,0
Sammmm Love Moisturising Lip Tint Oil,Sammmm,500,500,0,3.8,154,Makeup,In Stock,0
Matra Makeup Blender Beauty Sponge with Free Pizza Puff Appl...,Matra,79,63.2,20,4,3415,Makeup,In Stock,15.8
"Swiss Beauty You & Eye Power ,24 Hours Stay ,Waterproof & Sm...",Swiss,180,171,5,4,1363,Makeup,In Stock,9
MARS Blooming Matte & Shimmer Eyeshadow Palette,MARS,375,352.5,6,3.8,579,Makeup,In Stock,22.5
Bobbi Brown Skin Corrector Stick,Bobbi,3550,3550,0,3.8,24,Makeup,In Stock,0
PAC IRIS Premium Contact Lenses Grey - Comfortable Natural L...,PAC,221,198.9,10,4,5530,Makeup,In Stock,22.1
Daily Life Forever52 34 Color Eyeshadow Palette,Daily,2969,2672.1,10,4,4640,Makeup,In Stock,296.9
Smashbox X Becca Shimmering Skin Perfector Pressed Highlight...,Smashbox,2100,2100,0,4,5358,Makeup,In Stock,0
MARS SPF30 PA+++ Zero Blend Weightless Foundation,MARS,489,479.22,2,3.8,385,Makeup,In Stock,9.78
Nourish Mantra’s Brow Growth Serum for Thicker and Fuller Br...,Nourish,419,351.96,16,3.8,368,Makeup,In Stock,67.04
O.P.I RapiDry Quick-Dry Nail Polish,O.P.I,468,397.8,15,3.8,86,Makeup,In Stock,70.2
"PAC Instant Brush Cleaner - 2 Minute Cleaner, Waterless Hass...",PAC,995,995,0,4,1336,Makeup,In Stock,0
Bobbi Brown Skin Full Cover Concealer,Bobbi,3890,3890,0,3.8,153,Makeup,In Stock,0
Blue Heaven Intense Easy Sketch Eyeliner - Extreme Black,Blue,167,146.96,12,4.1,38547,Makeup,In Stock,20.04
Bronson Professional Beauty Blender Sponge Makeup Applicator...,Bronson,50,7.5,85,4,1232,Makeup,In Stock,42.5
Nykaa Cosmetics Aqua Jelly Lip & Cheek Multi-use Water Tint,Nykaa,539,485.1,10,3.8,51,Makeup,In Stock,53.9
SUGAR Dream Cover SPF15 Mattifying Compact Powder,SUGAR,500,455,9,4.1,18664,Makeup,In Stock,45
Mila Beauté Matte Lip Liner,Mila,94,89.3,5,3.8,367,Makeup,In Stock,4.7
Nudestix Nudies Bloom All Over Dewy Color,Nudestix,2975,2528.75,15,3.8,716,Makeup,In Stock,446.25
Huda Beauty Mini Easy Blur Natural Airbrush Foundation,Huda,1815,1815,0,3.8,25,Makeup,In Stock,0
Lakme 9to5 Overtime Shine Hydrating Tinted Lip Gloss Oil wit...,Lakme,764,687.6,10,3.8,950,Makeup,In Stock,76.4
e.l.f. Cosmetics Hydrating Camo Concealer,e.l.f.,1050,1050,0,4,3737,Makeup,In Stock,0
PAC Translucent Powder Antishine Mini -Controls Shine Preven...,PAC,233,221.35,5,4,2236,Makeup,In Stock,11.65
SUROSKIE My Glow All In One Tinted Sunscreen Glowy Finish Li...,SUROSKIE,1135,805.85,29,3.8,123,Makeup,In Stock,329.15
Recode Perfect Grip Primer & Spray Combo,Recode,1119,928.77,17,4,4297,Makeup,In Stock,190.23
Swiss Beauty Select High On Shine Lipstick,Swiss,377,346.84,8,3.8,707,Makeup,In Stock,30.16
Colors Queen Color Stay Longlasting & Matte Lipstick Waterpr...,Colors,248,205.84,17,4,1516,Makeup,In Stock,42.16
PAC Instant Fixation Makeup Fixer,PAC,835,835,0,4,3986,Makeup,In Stock,0
Bobbi Brown Skin Full Cover Concealer Mini,Bobbi,1800,1800,0,3.8,827,Makeup,In Stock,0
Recode Ace Of Base Translucent Set & Forget Matte Setting Po...,Recode,548,493.2,10,3.8,86,Makeup,In Stock,54.8
Insight Cosmetics Matte Lip Ink,Insight,158,146.94,7,4.1,25943,Makeup,In Stock,11.06
Swiss Beauty Flawless Finish Daily Wear Lightweight Foundati...,Swiss,280,238,15,4,5010,Makeup,In Stock,42
Charlotte Tilbury Unreal Skin Sheer Glow Tint,Charlotte,4800,4800,0,3.8,50,Makeup,In Stock,0
Nykaa Cosmetics Matte To Last Pore Minimizing Foundation,Nykaa,594,415.8,30,4.1,26640,Makeup,In Stock,178.2
Faces Canada Ultime Pro A Matte Made In Heaven Ink Eyeliner,Faces,459,353.43,23,4,3825,Makeup,In Stock,105.57
MARS Iceyoureyes Liquid Eyeshadow,MARS,265,251.75,5,4,4153,Makeup,In Stock,13.25
Swiss Beauty Shine & Plump Lipgloss,Swiss,206,185.4,10,4,3860,Makeup,In Stock,20.6
Urban Decay 24/7 Glide On Waterproof Eye Pencil,Urban,2250,2025,10,3.8,202,Makeup,In Stock,225
Lakme 9 To 5 Hya Matte Pressed Powder,Lakme,629,566.1,10,4.5,439475,Makeup,In Stock,62.9
Clinique Pop Longwear Lipstick,Clinique,2400,2400,0,3.8,37,Makeup,In Stock,0
MARS Artist's Arsenal Foundation Brush,MARS,335,321.6,4,4,1227,Makeup,In Stock,13.4
SUGAR All In One Kit,SUGAR,5605,4315.85,23,3.8,14,Makeup,In Stock,1289.15
Conscious Chemist Multi Peptide & Shea Butter Lip Balm with ...,Conscious,324,210.6,35,3.8,465,Makeup,In Stock,113.4
DIOR Lip Glow Oil,DIOR,4400,4400,0,3.8,88,Makeup,In Stock,0
Simply Nam Sweet Kisses Lip Balm,Simply,594,504.9,15,3.8,143,Makeup,In Stock,89.1
Kay Beauty x Falguni Shane Peacock Luxe Matte Lipstick - Run...,Kay,1799,1799,0,3.8,374,Makeup,In Stock,0
NYX Professional Makeup Fat Cheeks Juicy Liquid Blush,NYX,764,687.6,10,3.8,31,Makeup,In Stock,76.4
La Mior Blurry Fudgy Lip Tint,La,675,675,0,3.8,93,Makeup,In Stock,0
"Maybelline Tattoo Gel Eyeliner - Striking Navy Blue, Metalli...",Maybelline,764,687.6,10,4,3234,Makeup,In Stock,76.4
SUGAR Mousse Muse Maskproof Lip Cream,SUGAR,545,495.95,9,4,1357,Makeup,In Stock,49.05
Recode Silky Moisturizer Cum Primer,Recode,671,563.64,16,3.8,101,Makeup,In Stock,107.36
Blue Heaven Lash Twist Curling Mascara,Blue,135,121.5,10,4.1,28202,Makeup,In Stock,13.5
KIRO Waterproof Soft-Matte Eyeliner Pen,KIRO,810,729,10,3.8,706,Makeup,In Stock,81
Renee Cosmetics All In 1 Professional Makeup Brush - Set Of ...,Renee,849,602.79,29,3.8,503,Makeup,In Stock,246.21
Kryolan Tv Paint Stick,Kryolan,1900,1900,0,4,1433,Makeup,In Stock,0
"PAC Foundation Blending Brush 265 - Flat Kabuki, Dense Soft ...",PAC,535,535,0,4,4362,Makeup,In Stock,0
"Bobbi Brown Crushed Oil Infused Gloss with Hyaluronic Acid, ...",Bobbi,2850,2850,0,3.8,766,Makeup,In Stock,0
Recode Featherlight Eyelashes,Recode,743,690.99,7,3.8,83,Makeup,In Stock,52.01
Blue Heaven Long Lasting Makeup Fixer,Blue,189,170.1,10,4.1,10417,Makeup,In Stock,18.9
SUGAR Stroke Of Genius Heavy Duty Kohl With Free Sharpener -...,SUGAR,494,444.6,10,4.1,21760,Makeup,In Stock,49.4
M.A.C Pro Longwear Fluidline Eyeliner And Brow Gel,M.A.C,1850,1850,0,4.1,12023,Makeup,In Stock,0
Faces Canada High Cover Concealer,Faces,229,176.33,23,4,3299,Makeup,In Stock,52.67
HYUE Amplifeye Eye Crayon Multi-Use Eye Stick,HYUE,899,809.1,10,3.8,36,Makeup,In Stock,89.9
Charlotte Tilbury Supernudes Plumpgasm - Pink Diamonds,Charlotte,2920,2336,20,3.8,12,Makeup,In Stock,584
FYOLI Triangle Pizza Powder Puff And Beauty Blender (Colour ...,FYOLI,66,56.1,15,4,4847,Makeup,In Stock,9.9
COLORGRAM Fruity Glass Tint,COLORGRAM,675,607.5,10,3.8,48,Makeup,In Stock,67.5
Faces Canada Glow Getter Duo Hydra Mini Foundation Absolute ...,Faces,749,606.69,19,4.1,18663,Makeup,In Stock,142.31
Revlon Super Lustrous The Luscious Mattes Lipstick,Revlon,849,721.65,15,4,2365,Makeup,In Stock,127.35
Bronson Professional Classic Concealer Buffer Brush,Bronson,90,25.2,72,4,1415,Makeup,In Stock,64.8
FYOLI Reusable Makeup Remover Pad For Face & Eye Makeup - La...,FYOLI,96,76.8,20,4,1313,Makeup,In Stock,19.2
"PAC Everyday Glam Brush Kit - Ultra Luxe Handles, All in One...",PAC,2795,2795,0,3.8,48,Makeup,In Stock,0
Faces Canada 3 In 1 All Day Hydra Matte Foundation,Faces,515,442.9,14,4,7865,Makeup,In Stock,72.1
M.A.C Pro Longwear Concealer,M.A.C,3350,3350,0,4,9351,Makeup,In Stock,0
Bronson Professional Foundation Brush,Bronson,100,50,50,4,1405,Makeup,In Stock,50
e.l.f. Cosmetics Halo Glow Setting Powder,e.l.f.,1100,1100,0,4,1041,Makeup,In Stock,0
Blue Heaven Kiss & Blush Lip And Cheek Tint,Blue,233,181.74,22,4.1,13263,Makeup,In Stock,51.26
DIAM BEAUTY Soft Filter Blurring Pot Lipstick,DIAM,899,899,0,3.8,119,Makeup,In Stock,0
"Lakme 9 To 5 Unreal Dual Cover Pressed Powder, 2 In 1 Compac...",Lakme,559,447.2,20,4,2232,Makeup,In Stock,111.8
"Maybelline New York Falsies Lash Lift Mascara, Instant Lash ...",Maybelline,539,485.1,10,4,4870,Makeup,In Stock,53.9
Nykaa Superlight Powder Matte Feathertouch Lipstick with Hig...,Nykaa,599,479.2,20,3.8,569,Makeup,In Stock,119.8
PAC Colorlock Longlasting Lip Liner,PAC,250,250,0,4.1,12916,Makeup,In Stock,0
MARS God's Glow Illuminator,MARS,863,828.48,4,3.8,114,Makeup,In Stock,34.52
HYUE Chrome Glazed Nail Paint,HYUE,311,276.79,11,3.8,159,Makeup,In Stock,34.21
Lotus Make-Up Xpress Glow 10 In 1 Daily Beauty Face Cream SP...,Lotus,293,219.75,25,4.1,14826,Makeup,In Stock,73.25
Anastasia Beverly Hills Matte Lipstick,Anastasia,2030,1421,30,3.8,251,Makeup,In Stock,609
PAC IRIS LUXE Daily Lenses Crystal - Comfortable Natural Loo...,PAC,270,243,10,3.8,326,Makeup,In Stock,27
Faces Canada Comfy Matte Wow Liquid Lipstick - Choco Couture...,Faces,399,399,0,3.8,165,Makeup,In Stock,0
M.A.C Liquidlast Liner,M.A.C,3100,3100,0,4,5760,Makeup,In Stock,0
Blue Heaven Hyperstay Weighless Liquid Matte,Blue,122,109.8,10,4.5,252278,Makeup,In Stock,12.2
Swiss Beauty Brick Highlighter,Swiss,339,288.15,15,4.1,14721,Makeup,In Stock,50.85
Nykaa Lash Talk Super Sizer Waterproof Volumizing Mascara,Nykaa,314,219.8,30,4.5,112446,Makeup,In Stock,94.2
Mamaearth Glow Serum Foundation With Vitamin C & Turmeric Fo...,Mamaearth,551,506.92,8,4.1,12841,Makeup,In Stock,44.08
Renee Cosmetics Glass Glow Pre Make Up Oil,Renee,399,355.11,11,4,7436,Makeup,In Stock,43.89
L'Oreal Paris Dermo Expertise Gentle Lip And Eye Makeup Remo...,L'Oreal,499,499,0,4,2514,Makeup,In Stock,0
"Lakme Be-Jewel Luminous Setting Spray - Weightless Mist, Up ...",Lakme,675,607.5,10,3.8,51,Makeup,In Stock,67.5
MARS Oh Brow Eyebrow Pencil,MARS,224,219.52,2,3.8,443,Makeup,In Stock,4.48
Huda Beauty Blush Filter Liquid Blush,Huda,2250,2250,0,3.8,20,Makeup,In Stock,0
"Insight Cosmetics 4x Intense Kohl Kajal, Water & Smudgeproof...",Insight,126,122.22,3,4.1,21122,Makeup,In Stock,3.78
SUGAR POP Matte Lipcolor,SUGAR,254,231.14,9,4.1,13484,Makeup,In Stock,22.86
Nykaa Cosmetics 8hour Lasting Full Cover Matte Gloss,Nykaa,389,252.85,35,4,5329,Makeup,In Stock,136.15
Renee Cosmetics Matte Lock Lipstick,Renee,239,191.2,20,3.8,476,Makeup,In Stock,47.8
Miss Claire Nails Glue,Miss,248,223.2,10,4,5930,Makeup,In Stock,24.8
Insight Cosmetics Nail Polish,Insight,48,45.6,5,4.1,18793,Makeup,In Stock,2.4
Charlotte Tilbury Airbrush Flawless Setting Spray Duo Kit,Charlotte,2805,2384.25,15,3.8,7,Makeup,In Stock,420.75
"Maybelline New York Color Sensational Creamy Matte Lipstick,...",Maybelline,296,266.4,10,4.5,100878,Makeup,In Stock,29.6
"Lakme 9to5 Hya Beach Edit Color Correcting Concealer, SPF 40...",Lakme,799,799,0,3.8,107,Makeup,In Stock,0
"Lotus Make-Up Divine Dew Herbal Liquid Sindoor Love Drop, Wa...",Lotus,143,107.25,25,4.1,32418,Makeup,In Stock,35.75
"Swiss Beauty Moist Heist Shimmer Lip Oil Luminous Shine , Hy...",Swiss,189,179.55,5,3.8,229,Makeup,In Stock,9.45
Charlotte Tilbury Beautiful Skin Radiant Concealer,Charlotte,3350,3350,0,3.8,208,Makeup,In Stock,0
Typsy Beauty Shade Shifter Lip & Cheek Oil,Typsy,719,647.1,10,4,3601,Makeup,In Stock,71.9
Lakme Absolute Gel Stylist,Lakme,315,283.5,10,4.5,384410,Makeup,In Stock,31.5
Blue Heaven Intense Matte Lipstick,Blue,90,81,10,4.1,11143,Makeup,In Stock,9
Maybelline New York Sunkisser Highlighter + Blush,Maybelline,629,566.1,10,3.8,612,Makeup,In Stock,62.9
Charlotte Tilbury Pillow Talk Beautyverse Love Palette,Charlotte,7500,7500,0,3.8,17,Makeup,In Stock,0
Nudestix Mini Nudies,Nudestix,1275,1083.75,15,3.8,515,Makeup,In Stock,191.25
"Forest Essentials Nayantara Clear Lash, Brow Growth Serum - ...",Forest,1495,1495,0,3.8,492,Makeup,In Stock,0
MILK MAKEUP Lip + Cheek,MILK,3200,3200,0,3.8,10,Makeup,In Stock,0
Nykaa Glitter Nail Enamel - Cocktail Toast 464,Nykaa,224,201.6,10,4.1,10622,Makeup,In Stock,22.4
fwee Pink Obsession Stay-Fit Lip Tint,fwee,1116,1004.4,10,3.8,33,Makeup,In Stock,111.6
Kay Beauty Soft Matte Pressed Powder - 120P Light,Kay,1199,1199,0,3.8,298,Makeup,In Stock,0
Huda Beauty Glossiest Gloss Trio,Huda,2900,2900,0,3.8,33,Makeup,In Stock,0
Feel Good Club Makeup Applicator Trio - 1 Pizza Puff 1 Finge...,Feel,89,48.06,46,3.8,314,Makeup,In Stock,40.94
"Mamaearth Charcoal Black Long Stay Kajal Black Waterproof, F...",Mamaearth,275,253,8,4,8977,Makeup,In Stock,22
"PAC Classic Beauty Blender - Waterdrop, Grows 2X When Wet, L...",PAC,356,320.4,10,4,4389,Makeup,In Stock,35.6
Swiss Beauty Stay All Day Lipstick,Swiss,275,253,8,3.8,200,Makeup,In Stock,22
Too Faced Lip Injection Extreme Lip Plumper (Lip Gloss)- Ori...,Too,1650,1650,0,4,9414,Makeup,In Stock,0
Colors Queen Gold Glow Makeup Fixer Spray,Colors,404,363.6,10,3.8,285,Makeup,In Stock,40.4
HYUE Gel FX Nail Paint,HYUE,260,226.2,13,3.8,169,Makeup,In Stock,33.8
PAC IRIS Premium Contact Lenses Mix - Comfortable Natural Lo...,PAC,1095,1095,0,3.8,967,Makeup,In Stock,0
Daily Life Forever52 Flourish Cream Contour,Daily,659,579.92,12,3.8,480,Makeup,In Stock,79.08
IT COSMETICS CC+ Cream Full-Coverage Foundation With SPF 50+,IT,5200,5200,0,3.8,12,Makeup,In Stock,0
NYX Professional Makeup Thick It Stick It Brow Mascara - Bru...,NYX,854,811.3,5,3.8,843,Makeup,In Stock,42.7
SUGAR Gloss Boss 24HR Eyeliner - 01 Back In Black,SUGAR,494,444.6,10,4,1291,Makeup,In Stock,49.4
"PAC Pro-Xclusive Series - Ultra Luxe Ergonomic Handles, Feat...",PAC,9795,9795,0,3.8,47,Makeup,In Stock,0
Bronson Professional Eyelash Glue Adhesive Clear White & Wat...,Bronson,100,31,69,3.8,898,Makeup,In Stock,69
Lakme Face It Blush,Lakme,248,223.2,10,4,1610,Makeup,In Stock,24.8
Swiss Beauty Professional Makeup Brush Set,Swiss,3399,2889.15,15,3.8,346,Makeup,In Stock,509.85
Daily Life Forever52 Soft Cheek Tint Liquid Blush,Daily,703,618.64,12,4,2939,Makeup,In Stock,84.36
Mila Beauté Pout It Out Long Lasting & Matte Finish Lip Cray...,Mila,161,152.95,5,3.8,651,Makeup,In Stock,8.05
Blue Heaven True Brow Eye Brow Definer,Blue,86,81.7,5,4.1,23665,Makeup,In Stock,4.3
H&M Nail Polish,H&M,299,299,0,3.8,92,Makeup,In Stock,0
Swiss Beauty Ultra Blush Palette,Swiss,509,432.65,15,4.1,11906,Makeup,In Stock,76.35
SUGAR POP Matte Finish Eyeliner Upto 24 Hrs wear Smudge-Proo...,SUGAR,186,158.1,15,4.1,12155,Makeup,In Stock,27.9
M.A.C Prep + Prime Fix+ Setting Spray - Magic Radiance (Make...,M.A.C,3000,3000,0,3.8,36,Makeup,In Stock,0
Nykaa Black Magic 24Hr Longstay Matte Waterproof Smudgeproof...,Nykaa,246,159.9,35,3.8,183,Makeup,In Stock,86.1
e.l.f. Cosmetics Halo Glow Contour Beauty Wand,e.l.f.,1400,1400,0,3.8,194,Makeup,In Stock,0
PRADA Monochrome Soft Matte Lipstick,PRADA,4550,4550,0,3.8,11,Makeup,In Stock,0
Shills Professional Gel Nail Polish,Shills,269,242.1,10,3.8,231,Makeup,In Stock,26.9
Kylie Cosmetics Matte Lip Kit,Kylie,3400,3400,0,3.8,15,Makeup,In Stock,0
LoveChild Masaba One Take 5-In-1 BB Cream SPF 20 PA++,LoveChild,1400,1302,7,3.8,50,Makeup,In Stock,98
e.l.f. Cosmetics Halo Glow Skin Tint SPF 50,e.l.f.,2200,2200,0,3.8,28,Makeup,In Stock,0
Daily Life Forever52 A Skin-Like Blend Flat Front Sponge (MS...,Daily,339,288.15,15,3.8,141,Makeup,In Stock,50.85
Bobbi Brown Luxe Matte Liquid Lip,Bobbi,3360,2688,20,3.8,43,Makeup,In Stock,672
Faces Canada Ultime Pro Matte Play Eyeliner,Faces,675,506.25,25,4.1,11984,Makeup,In Stock,168.75
fwee Lip&Cheek Glowy Jelly Pot,fwee,1173,997.05,15,3.8,53,Makeup,In Stock,175.95
Recode All That She Wants Kajal,Recode,518,492.1,5,4,2182,Makeup,In Stock,25.9
LoveChild Masaba Mad Matte Tranfer-proof Long Lasting Liquid...,LoveChild,790,695.2,12,4,2117,Makeup,In Stock,94.8
Mamaearth Glow Serum Foundation Mini Tube,Mamaearth,321,295.32,8,4,4650,Makeup,In Stock,25.68
MARS Eyebrow Pencil To Enhance Eyebrows,MARS,59,59,0,4,4638,Makeup,In Stock,0
Swiss Beauty Slay Nail Color Ultra Shine Formulation,Swiss,123,116.85,5,4,3405,Makeup,In Stock,6.15
Staze 9to9 Lips Don't Lie Matte + Transferproof Liquid Lipst...,Staze,188,122.2,35,4,2297,Makeup,In Stock,65.8
Daily Life Forever52 Dazzle Dot,Daily,483,425.04,12,3.8,72,Makeup,In Stock,57.96
Milagro Beauty Premium Glass Skin Spatula Makeup Brush,Milagro,595,416.5,30,3.8,105,Makeup,In Stock,178.5
MARS Pizza Powder Puff for Face Makeup,MARS,129,129,0,4,1024,Makeup,In Stock,0
"Parul Garg Beauty 5 Silk Matte Liquid Lipstick Long-Lasting,...",Parul,1785,1785,0,3.8,78,Makeup,In Stock,0
FASHION COLOUR Liquid Glow Setting Spray,FASHION,263,231.44,12,3.8,395,Makeup,In Stock,31.56
PRADA Lip Balm,PRADA,4550,4550,0,3.8,20,Makeup,In Stock,0
Sanfe Eyebrow Filler Pen Black,Sanfe,169,169,0,3.8,285,Makeup,In Stock,0
PAC Longlasting Kohl Pencil,PAC,495,495,0,4.1,41965,Makeup,In Stock,0
PAT McGRATH LABS Satinallure Lipstick,PAT,2640,2112,20,3.8,305,Makeup,In Stock,528
MARS Artist's Arsenal Small Eyeshadow Blending Brush,MARS,199,199,0,4,1548,Makeup,In Stock,0
Swiss Beauty Select High on Cover Liquid Concealer,Swiss,409,388.55,5,3.8,617,Makeup,In Stock,20.45
Blue Heaven Saubhagya Sindoor,Blue,76,72.2,5,4.1,17770,Makeup,In Stock,3.8
Miss Claire Single Eyeshadow,Miss,166,157.7,5,4.5,372791,Makeup,In Stock,8.3
"Maybelline New York Fit Me Ultimate Powder Foundation, 24 hr...",Maybelline,764,687.6,10,4,2587,Makeup,In Stock,76.4
Bronson Professional Travel Makeup Bag Cosmetic Storage Faux...,Bronson,400,248,38,3.8,80,Makeup,In Stock,152
PAC Studio Hd Concealer,PAC,1045,1045,0,4,1846,Makeup,In Stock,0
Faces Canada Ultime Pro Splash Luxe Nail Enamel,Faces,159,127.2,20,4,4092,Makeup,In Stock,31.8
"Lakme 9 To 5 Eyeconic Instant Volume Mascara, Smudgeproof, W...",Lakme,428,385.2,10,4,7211,Makeup,In Stock,42.8
Praush Mini Silk Blur Moisturising Primer (8 g),Praush,199,199,0,4,1736,Makeup,In Stock,0
Swiss Beauty Bold Matte Lips Liner Pencil Set Of 3 - 14 Bobb...,Swiss,197,187.15,5,4.5,102007,Makeup,In Stock,9.85
Bronson Professional Classic Eye Shadow Blending Application...,Bronson,90,25.2,72,4,1022,Makeup,In Stock,64.8
Makeup Revolution Blush Icon Palette,Makeup,945,897.75,5,3.8,28,Makeup,In Stock,47.25
Too Faced Better Than Sex Waterproof Mascara Black - Travel ...,Too,1550,1550,0,4,2646,Makeup,In Stock,0
Lakme Vitamin C Superglow Skin Perfecting Tint with 3% Vit C,Lakme,404,363.6,10,4,1391,Makeup,In Stock,40.4
Swiss Beauty Select Prep Set Matte 3 In 1 Micro Finish Spray...,Swiss,405,364.5,10,3.8,206,Makeup,In Stock,40.5
"Recode Beauty Concealer, Colour Corrector & Contour Palette",Recode,2320,2157.6,7,3.8,987,Makeup,In Stock,162.4
Huda Beauty Easy Blur Primer,Huda,2805,2805,0,3.8,57,Makeup,In Stock,0
Bronson Professional Eyelash Set 3d False Long And Natural E...,Bronson,560,392,30,4,1549,Makeup,In Stock,168
Lakme Color Crush Nail Art P1,Lakme,199,199,0,4.5,1849431,Makeup,In Stock,0
Blue Heaven Flawless Makeup Base Primer,Blue,168,134.4,20,4.1,18704,Makeup,In Stock,33.6
Clinique Even Better Clinical Serum Foundation SPF 20 With V...,Clinique,4150,4150,0,3.8,327,Makeup,In Stock,0
Anastasia Beverly Hills Dewy Set Setting Spray,Anastasia,1650,1650,0,4,1010,Makeup,In Stock,0
SUGAR POP 24Hr Longwear Kajal Smudgeproof Intense Matte Fini...,SUGAR,179,161.1,10,4.1,34111,Makeup,In Stock,17.9
Bronson Professional Super Soft Dual Tone Pink Beauty Blende...,Bronson,100,31,69,3.8,182,Makeup,In Stock,69
The Wellness Shop Natural Hair Color,The,371,345.03,7,3.8,209,Makeup,In Stock,25.97
